index	sentence1	sentence2	label
3647	这个价格最少能下去多少	10万	1
2484	看房方便吗？	里面是租户，看房需要提前预约。	1
1251	那你帮我约一哈今天晚上我们去看看那个房子嘛	好的，我约一下	1
4759	这个小区是什么小学啊	和上芬小学	1
3523	您好，请问随时可以带看吗	怎么联系你呢	0
2040	离奥森近么	对 出了小区门 一过马路就是	0
4749	什么时候能够看房呢？	需要预约	1
3461	您好，我想咨询锦绣雅苑小区	地下车位，	0
697	这个价格还有谈吗？	物业6块，您首套的话，首付3.5成	0
2661	这是在东区还是西区	西区	1
1470	那边地段咋样？	在布吉街，旁边就是布吉公园	1
4535	什么时候能够看房呢？	这套房子还在的	0
4232	有税吗	有啊   没有高税	1
1226	其他费用还有哪些？还有议价空间吗？	老师你是重庆户口吗	0
3321	1栋和10栋都是三期？	老师这个小区品质不得差哦	0
4158	您好，请问这个房子周边有哪些学校	还有黄城根小学	1
3933	这边学校有啥	w1432154407	0
4045	都有大税吗	房主的意思，是先看房子，然后坐下来研究	0
3907	今天能看吗	方便发个电话号码过来吗	0
3835	这套房周边配套设施怎么样	周边配套成熟	1
1553	你那边还有了解到金域华府套2的有房源吗	目前就这一套。	1
5771	最低156？	最近才下调4万。目前价格还有空间。	1
5328	能看看吗	我给您约下	1
1770	我想明天周末了，你约客户看房的时候推荐一下我家这套吧	您好	0
2028	装修的？	有的，肯定就是价格不同哦	0
3233	是二期的吗	德佑NAME很高兴为您服务	0
580	靠近，广场这边吗？	你好，刚刚在带客人，来不及回复	0
1325	这价格还能谈么？	您看您什么时候有时间，我可以帮您预约	0
2454	在干啥呢？	您好，不好意思刚才在做饭，您现在有什么问题要咨询呢	0
1691	有多少优惠，毕竟房子不是你们带我看的	但是我们有12大安心服务承诺	0
732	这个首付最低多少，二套	您是孩子在这边上学吗？只考虑慧忠北里小区？	0
1022	可以，什么时候方便看看	都可以	1
5862	家具家电都送吗	有，29楼的	0
3109	又带窗的低楼层的吗	你要几层楼的，85平有11层，6层顶的	0
4138	家具家电有吗	家具家电都没有	1
4537	有没有带家具性价比可以的	楼层好，视野开阔	0
1586	到时候过去看房直接可以看现房是吧	我们有VR 如视看房，您现在方便接听吗	0
3754	都看看吧	已算好	0
4899	你好，为什么我无法上传房产证	可以看到吗？	0
1507	这个是虹桥一小吗	不是	1
3570	望马路边的吗	望石榴岗路的。	1
645	为什么没有产证呀	但是这个产证是要政府批下来	1
3398	这个房要缴增值税吗	有时间吗	0
1771	你好，请问这个是哪的房子？	同德花园有个一楼带院的	0
4986	谈价格不是你们中介先谈吗	底价100万	0
2952	这个价格还能谈多少呢	一口价	1
310	那首付和税的一起多少钱	您是第二套贷款吗？	1
5864	可以公积金贷款吗	可以先去小区看看房	0
2823	什么时候可以看房	您说的那套房子	0
66	这套房配套学区怎么样啊	没有坑	0
2599	好的这周六你带我也去看看的二中心的吧	好	0
5966	您好，我正在看华幸小区小区的成交信息	方便留个联系方式吗，也给您找一下类似最便宜的房子	0
4944	房子所在区域及周边介绍	如果考虑孩子上学的话，这个小区，小学是育才	0
3372	您好，我正在看蓝光中央天地小区的成交信息	  这个 22	0
3466	这个最低多少	您好	0
1706	2号楼有高税吧	对	1
2481	现在有时间看一下房吗	可以	1
375	房价是不是要降	现在房价还是有小增幅	0
1443	您好 房子能看吗	您好	0
3605	这套最近有人在谈吗	最近不太方便看	0
5454	有税吗	这是顶层那个	0
4029	有证吗	八字门附近吗？	0
2857	那税费不就很高？	增值税5.31%个税1%契税1%	1
3762	这套房源价格还有优惠空间吗？	你好	0
5766	我想看下房子	有什么可以帮助您吗？	0
48	这是哪里的房子	这个项目是在青白江那边	0
591	最低到手(我)是多少？	价格要和业主谈的	1
575	这个房子进去是不是全部需要重新装修	你这边买房需求是什么，我可以给你匹配一下合适房源，文景西区房子没有产证??交易不了	0
3730	想看一下房子	最近中海有新上的房源	0
2719	这套房是毛胚房吗？	方便留电话吗？了解清楚了我给你回电	0
476	价位还能谈吗	可以看房见面谈	1
4509	能贷多少	它这个是在湾里，太平镇那边	0
1606	150有证吗	您是首套吧	0
5869	小邱，哪天带我看看这套房子	要得	0
1902	能看房吗	可以的	1
4087	明天可以看不	房子很不错，首付30万就搞定，	0
1521	多少空间	刚调整了五万，您多少钱能接受？和业主沟通一下	1
2176	但是钟英的小学是火小？	您小孩多大	0
1377	晒得到阳光么	这个户型都朝北的	0
103	税费高吗	不唯一	0
1046	能看吗？	不高了	0
1505	可以看看	这套房子在11层的	0
2252	能看不	这套房子在2号楼	0
2418	还能便宜吗	看中房子可谈	1
5003	带家具家电？	其他时间需要提前至少一天预约	0
5828	满几年了	户口可迁出去，学区近几年没用过	0
1859	这套什么时候可以看？	今天晚上挂出来的	0
130	这种房子可以商业贷款吗	?	0
3428	请问这个小区学位配套怎么样，离地铁多远吗	有的	0
5414	有本吗	好的	0
1091	这套是边套吗	不是的，是中间套户型	1
4323	您好，请问这个房子周边有哪些学校？	请问您贵姓？怎么称呼？	0
2174	这是住宅吗，有房产证吗	链家只做有房本的	0
3147	几楼的？价格能谈多少？	6楼望小区花园	0
623	一期还是二期嘛？	你先来实地看房嘛	0
5163	什么时候能够看房呢？	您什么时候方便	1
1323	菁蓉不是小学吗	是的	1
3818	周边环境怎样	一梯2户	0
1861	看房方便吗	嗯	0
3671	节假日期间看房方便吗	进小区扫码登记，节假日业主一般也都在家里	1
5961	这房子满几了	唯美品格在田园牧歌边上，这个房子满五，104平	0
5737	T2采光不知道咋样	4楼	0
4772	方便去看看吗	您好	0
5737	T2采光不知道咋样	在找找	0
5205	有无遮挡	看房方便	0
3205	有合适房子介绍下	您点进去就行	0
542	房间内家具这些房东都搬走了吗	线上	0
4434	您好，请问这个房子周边有哪些学校？	位置挑不挑呢	0
198	您好，我想咨询绿地世纪城七期小区	这套是220万的	0
3429	这套房子看房方便吗？	感谢您的咨询，祝您生活愉快	0
5291	现在能看看吗	现在吗？我给房东打个电话，稍等哈	1
1751	能谈多少	目前1030肯定没问题	1
363	其他费用还有哪些？还有议价空间吗？	有钥匙	0
5594	这个初中高中都是上哪个	小区离付村中学比较近	1
1844	没有业主也可以看房吧	哦哦，这个业主没有给我们留钥匙，他偶尔过来住，正好业主明天过来看自己想买的房子	0
4082	青林是毛坯么	梅江河西中心小学比较好。	0
564	什么时候能够看房呢？	在吗	0
1897	好的有房子可以看嘛	您好	0
874	房主 心里价位多少 能否透漏一下	你实地看过房子吗？对房子楼层位置满意吗？满意了约房主面谈不是更好吗？现在告知你底价没有什么用，房子目前就是房子看中了见面沟通，价格空间不大	1
1188	能去	还没回信	0
5996	对口什么小学	应该是长丰小学	1
5728	麻烦带看一下这套房子	好哒，您现在方便么	1
3804	桦川路小学？	您好	0
3215	挨着马路吗？	在小区里面	0
1635	您好，请问这个房子周边有哪些学校？	双学区	0
2655	她这个装修准备要钱吗	我给您找找	0
1923	还有多久满呢	可以做资金监管	0
5417	能看么，现在？	好嘞	0
2318	明天可以看房吗	这套也是带平台的，可以一起看一下	0
1216	这个房子能看吗？	非常方便	0
3600	现在外地人居住证能上公立小学吧？	但不能上对口的 只能统筹	0
630	周六能看嘛	装修好的1400以下的没有房子了	0
817	首付多少	你好	0
201	什么时候看房方便	您看几房	0
3761	好的，看房方便吗	我加你微信	0
4111	小学和中学是哪个学校啊？	小学是大连市新兴小学，中学是大连市第五十一中学。您对学校有要求吗？	1
1117	对口啥学校	这套房子对口闸北实验小学，您有了解吗，我可以带您实地看一下	1
2401	五号南街坊吗	是的	1
2862	这套房价格有多少降价空间	李先生您好，杨镇新村286万业主278万也卖，您考虑一下呗	0
2069	能谈到多少钱	这个最近没和业主聊，您看过房了吗	0
537	周围配套如何	有照片	0
2560	小区配套设施怎么样	挺好的	1
4404	想看看	可以的	1
223	您好，我正在看北纬40度二期的房子	这种户型在板楼里	0
450	是小区第几期的房子？	是的 	0
3842	25000一平有可能吗？	16年了，	0
1852	接受多少贷款	常	0
5965	综合考虑的 莘城还可以配套也不错	您首套二套	0
3539	然后周边配套齐全	可以这个小区的户型都差不多，关键在价位	0
1991	可以看房了联系你	好的	1
1398	看看哪个合适，哪天抽空去看一下	二楼	0
372	您好，我正在看梧桐公馆的房子	公园置尚你看过没有额，小区里面有通气的单间配套或者一室一厅	0
2811	能大谈吗	不是	0
2160	之前怎么样？	三房的价格要在550万朝上	0
920	教育中学没有吧？	新加坡城位于长白区域	0
2649	靠路吧位置	他是降价的	0
3714	您好，我想了解荣安月园即将上架的3室房源报价。	哦	0
3808	他什么情况啊	方便可以电话联系我	0
3545	我今天看下房	好的	1
76	您好，我正在看芍药居北里的房子	不过，您再给点价，可以约业主见面聊聊的	0
4356	还有周边什么学校配套	柏庄	0
4697	中学呢	请问你哪里人？济南？	0
1308	法拍那个是什么户型	我们系统里我没找到，稍等我看一下法拍表里找一下哈	0
3348	您好，请问这个房子周边有哪些学校？	白云观小区都是育民的	0
1080	现在有得看吗	这套房子需要提前约，才能看的到	1
5225	这套房子能看吗	可以看	1
2086	您好，请问这个房子周边有哪些学校？	这个房子有学校	0
5611	您好，我正在看禹洲御湖郡的房子	这个楼盘已经售完   没有一手的    二手考虑吗	0
4360	这不是离皇岗小学远，距福民小学近？	不过这套房子看房不怎么方便，租客不配合，带的是9200的预约，	0
1284	满几年。没有？	有的，刚开学	0
2945	还有大税吗。	有税	1
4200	这个房子产证有没有满5年了 最近不是说有个什么新政吗	我刚刚问了，还有一个月满	0
5636	都挨着路	没有太合适的	0
5665	您好，我正在看都市阳光名苑的房子	好的.您稍等一会	0
4864	这套房对口什么小学	小学是高新三小	1
3689	这个房子多久可以看	您好房子真实在卖哦	0
1020	可以公积金贷款吗	方便的话可以电话跟您沟通一下	0
4470	什么时候能够看房呢？	下午	1
3897	能够看房？	诚意卖	0
5637	东边户还是西边户	这个得看过房子，和房东沟通	0
1184	价格空间大吗	已经从160下调155	1
4764	友谊大街小学？	双片	0
1582	可以看看房子吗？	稍等	0
1012	您好，我想了解万科金色家园即将上架的2室房源报价。	买来投资还是自住呢？	0
3512	d是不	?????	0
1909	这个小区，怎么样了	咱这边大约准备买一个大概多少价位的房子呢	0
5813	之前咨询过这个小区的一套，170万，包车位，毛坯的，你感觉价格怎样	我知道那个房子	0
1933	带家具不？	好的，谢谢您，我现在和业主提前沟通一下	0
4685	看房方便吧？	留个联系方式	0
931	目前还有没有遮挡的两居室吗	有一套朝东的一层	0
1274	什么时候方便看房子？	您想什么时候看	1
4347	毛坯吗	好的你再帮您找找，再给你推推	0
155	配套啥的我都了解	那有意向的话 来实地看看  	1
3064	哪里的房子呢	你好	0
2638	挡阳光吗	价格还可以商量的	0
4900	这套房源价格还有优惠空间吗？	这套是4楼的	0
1700	您好，请问这个房子周边有哪些学校	华理附中	1
2378	在哪个位置	邀请您体验VR线上看房，马上发一个卡片给您，您只需点击【进入VR带看】即可，记得手机设置打开麦克风我们就可以直接在线上对话。	0
4509	能贷多少	或者你也给我你手机号	0
696	是1期的啥	不朝	0
853	您好，请问这个户型有啥优缺点	还是自住	0
46	北师大附中市重点中学吗	对	0
4271	不满两年有高税啊	我再给您推荐一套您对此一下	0
4331	能看吧	可以	1
69	在哪	咸阳的盘	0
2718	几区的	是3楼的	0
4429	这套房是装好的嘛	还可以 门口就有公交站 轻轨站也比较近	0
422	您好，请问这个房子周边有哪些学校？	这套房子的性价比还不错，您可有时间来看看啊	0
4313	您好，我正在看仁恒PARK小区的成交信息	对的	0
3105	现在可以看房吗	姐您刚下班吗？😂	0
274	请问这个房子还有得谈吗？	这套房子还有的谈，	1
3631	艺术学院的电梯房有房产证吗	应该差不多，可以跟业主见面聊	0
1359	这个看房方便吗？	刚才就简单口算了一下，没有详细计算。这会儿详细计算了一下，按照保守成交价355万计算，评估价按九五成，如下	0
205	有没有老证的	这个163万的价格还可以谈谈，明天先带您看看，看中的话我们约房东出来谈价格	0
3125	能看不	马上过来	0
4750	这种二楼卧室采光很差吗？我在上班	嗷嗷，好	0
641	这个小区40多平的房子是精装的吗	方便加个微信吗？ 我这边确定一下读书情况给你具体答复	0
5714	这房子下周末能看吗	客气啦，应该的，周五我给咱们约好时间给您去电话	0
3821	哦，这套是增值税是吧，大概多少	之前做过一次夫妻更名，不显示满五年	0
4799	你觉得房子怎么样？	感谢您通过贝壳平台咨询，德佑水木年华店NAME很高兴为您服务，可以为您提供预约看房，二手房过户流程咨询，贷款流程咨询等问题。	0
648	只有一个契税吗	满五年	1
2380	房子有个税吗	没有个税	1
3909	那要交多少税啊？	我算好了税	0
3419	小学啊	不是的，这是南岗小学	1
4679	是精装修么	方便留个电话吗	0
3041	还能便宜吗？	目前这个房子确实是最优质一套	0
3432	今天可以带看么	好的，您拍张照片我看一下	0
4850	意思就是交付完有没有房产证	你是不是要下来证的	0
461	其他费用还有哪些？还有议价空间吗？	好	0
5906	哪个中学，我主要为孩子上学	你周末有时间看房子吗？	0
2508	我能在看看这个房子吗？	您稍等	0
2540	价格有多大空间？	空间挺的	1
1614	首付多少？十税十中费	按照275万算110万之内，	1
1725	学校在哪	我这边帮您推荐下合适的房子	0
4057	增值税有吗？	没有	1
3007	这小区周边没有啥配套吧	我过去接咱	0
656	全税啥意思	不满两年	1
4402	说是205万，五一以后可以看	朝向问题	0
1164	您好，请问这个房子周边有哪些学校？	房子满了两年	0
2867	价格有多少可谈空间	嗯嗯，您今天过来看看嘛	0
2890	您好，请问这个房子周边有哪些学校？	这个房子是中间楼层，产证满五唯一，税费低	0
1991	可以看房了联系你	您好	0
1436	您好(✪▽✪)这个可以看房子吗	您是首套首贷吗，商业还是公积金？	0
4530	其他费用还有哪些？还有议价空间吗？	有的	1
397	怎么会还在降价	我去年卖的带车位还295万呢	0
121	这套在小区什么位置啊	小区里面	0
5046	这个650装修这么好，而且家具还全赠送吧？	这套因为是顶层，而且业主着急卖，所以价格才比较低	0
5669	有电梯？小学，中学呢	小学马府街小学，中学是文昌中学	1
2971	您好，请问这个房子周边有哪些学校	咋啦	0
5914	现在有房本吗	在的	0
1039	您好，我正在看绿城水晶蓝湾的房子	操作不了唉 	0
479	您好，请问这个房子周边有哪些学校？	我们主要考虑哪个学区呢	0
983	那看放不方便	改了价格	0
996	这个房子商贷不了了吧	好的，你要实地看一下金城新村吗？	0
1099	潞苑是不是没什么好的小学？	学校都在我们这边呢	0
5674	明天能看吗	哦	0
3348	您好，请问这个房子周边有哪些学校？	小区分南里，北里，北里小区楼龄新一些	0
805	有没有收益金	方便留个联系方式吗？	0
1885	这是老的南环？	您想要新南环还是老南环？	0
5884	可以看吗？	租户还没有回信	1
5442	您好，请问这个房子周边有哪些学校？	加不上，用户不存在	0
3319	我想了解一下西安公寓，准备买一套公寓	有的，还是新房，位置也挺好	0
1721	哪里的	总比买嘉兴好呀！	0
5488	那这图片咋还是毛坯的	顶跃	0
4861	请问和平里不满五年的毛胚房有多少钱的税金	可以试一下	0
5797	带家具吗	需要VR看一下吗	0
4227	没说房主承担契税，这种房子的契税 是多少	她交完契税了	1
3757	是老校区？	那边均价都在16000左右	0
3857	随时都可以去吗？	您不是说没回来？	0
4919	几期	无	0
742	装修怎么样	请问你有时间吗	0
5312	你这边能看螺岭的房子吗？2房	我这边现在帮您约房子	0
4239	你好，为啥这套房税费这么高?	现在有一口价房源	0
3681	小学和中学对口哪里	七一中学	1
5148	您好，我正在看中航格澜郡阳光花园的房子	对的这个房子是不错的，而且还是唯一。	0
184	A7的房子怎么样？	A7目前没什么性价比高的房源	1
5603	是学期房吗？	可以读书啊	0
2864	这周这个房子有什么人有意向吗？	有带看的  但是都只是看看	1
2030	这套装修怎样？	我帮您整理整理	0
3307	可以看房吗	可以	1
1768	带永久宝安中学的吗	您可以参考下	0
120	最近有好的房子吗？带我看看	好的 你预算找什么价位区间的房子呢	0
2560	小区配套设施怎么样	网上找的	0
1205	利率多少	140多万	0
305	什么时候能够看房呢？	下午就可以	1
3706	什么时候能够看房呢？	你好	0
1094	中户的户型怎么样都是朝南的吗？	您给我发一下你电话	0
813	看房吗	房子在的	0
3012	这个几村的	买了老人住吗	0
2924	这个业主底价是多少钱？	您好，这个房子也是刚刚登记，目前还有底价，业主说看好房子，价格可以聊	1
5368	这个房子的房产证拿到了吗？	房东可以随时签约	0
2958	这几套房子都能看吗？	您电话多少呢	0
2448	有配套小学吗	西柯二小	1
4039	这套房源价格还有优惠空间吗？	没事，想买房呢？	0
5779	这个房子 现在能看不	你约他联系看了呀	0
914	不唯一还要都是税费呀	个税两个点，契税1.5	1
2865	税费是一次性付对吗	嗯嗯	0
1534	采光可以吗	如果不是本地户口的话只能贷款首付四成	0
3040	什么方式多少钱，可以稍微介绍？	所以你也别付款决定他买房的付款	0
4775	满两年，怎么还有增值税	好的刘先生，我电话号码和微信是PHONE，以后喊我小胡就行	0
2558	东区吗	我可以按您要求给您重新匹配下合适房源	0
4503	您好，我正在看芝大厦的房子	好呀	0
2906	那什么时候，满两年	那个7楼的	0
1483	请问首付和贷款是多少？	您好，您咨询的这个社区有多种户型在售，各户型市场接受程度不同，价格差异也比较大，因为户型情况语言介绍比较受限，我刚刚通过系统的户型助手给您推送了一份完整的户型报告，您先打开查看一下这套房子的户型情况，稍后我会给您介绍房源的其他属性 。	0
3096	什么时候能够看房呢？	你好	0
4122	价格能便宜不	好久来看呢	0
4224	这个是房贷吗	推荐您一套	0
4436	好久可以看哈房子	可以的	0
192	其他费用还有哪些？还有议价空间吗？	基本税费，具体根据成交价和土地曾增值税	0
1893	这套房东低价多少	你好，您还在吗？	0
5720	什么时候可以看	你在哪个位置	0
2350	大概能降多少	我问一下业主	1
2617	只能全款？？？	公积金还不是一样的。	0
5841	这套业主可以建面一万？	45万呀？	0
910	就是看中这个户型才问你最低多少	什么时候有空呢？我建议实地看看先吧	0
2194	有证吗	户型不一样	0
5936	79的房子什么时候可以看	我微信多少？我加一下您微信 ，到时您这边确定时间过来看，您跟我说一下，我帮您提前约业主	0
5763	是几期？	310万的。	0
3977	周边生活方便不	周边的小学是锦江实验小学，中学是成都三中	1
58	临大路哈？	这个房有钥匙，你看今天什么时候有时间？	0
3068	可以看看吗	你打算啥时候看，我联系下业主	1
78	最低多少钱啦	您好	0
4955	还有别的税吧	对	1
4187	是不是个精装空房	装修有一两年了，	1
3151	能看了吗？	昨天晚上约的房子，租户还没回我信息	0
3639	周边设施怎么样	这边预算在多少钱。	0
4537	有没有带家具性价比可以的	这套房子是万科紫悦湾的一套洋房	0
4828	然后同户型那个185的看一下	嗯	0
4370	有证吗	只要60多的是吗	0
2294	产权证情况呢	这套可以考虑看看	0
5971	这会能看上不	我去取钥匙	0
237	这个能看吗？	可以的	1
4389	您好，我想咨询欧风华庭小区	满二了	0
2613	您好，我正在看三兴花园的房子	这边留个联系方式吧，明天有空直接带您过去看看房子	0
194	价格最低多少可以卖	170万	1
1852	接受多少贷款	正长贷款就可以	1
415	能现场看了吗	一层有一套房产看的，其他的我约一下	0
2415	明天来看看这套	楼层可低了。	0
1619	有时间这两都看看去	那个业主没有回来。六层还可以啦	1
4965	这个位置在哪	首付大约25万左右	0
1121	上小学是哪里	是	0
4008	这套房子是清江山水几期的	新房你这边考虑不呢	0
313	您好 是南北通透吗	变现	0
2999	其他费用还有哪些？还有议价空间吗？	你好	0
5362	带家具？	这个是业主自住的   有时间方便可以带您去看看	0
3157	采光遮挡严重吗	电梯2楼。小区可以去看看，这个小区就3栋电梯房，不用担心采光	1
457	您好，我想咨询畔山御景花园小区	小区没有自带幼儿园	0
4168	有初高中指标吗	没有指标	0
2329	您好，我正在看拓基城市广场的房子	哪一套呢	0
125	靠哪边，黄河哪边不	就在黄河旁边	1
887	我想了解一下这套房子	我带您vr线上看一下	0
2510	能看房了？我看都没人看房	可以约	1
5	这个税多少钱	您看看这个	0
1427	税5%？	嗯	0
5827	其他费用还有哪些？还有议价空间吗？	在的	0
695	39是初中和高中都有吗	您知道展览馆吗？	0
4631	房子首付和税费是多少？	没满	0
2411	您好，请问这个房子周边有哪些学校？	您这边是考虑投资还是自己住呀	0
2874	普通装修，现在出租呢	可以按您的心里价位先去卖，有客户先推着点	0
3612	这套有没有大税	好的	0
2417	您好，我想了解友和里即将上架的1室房源报价。	有套18层的	0
5111	这个价钱还有的谈不	业主也没具体说多少，她有实在客户再谈	1
4057	增值税有吗？	贷款可以，多贷不合适	0
4730	有证吗	可以看，晚上八点以后看，白天房子没人	0
2094	这个房子是怎么个情况？怎么看上去这么怪异	是啊	0
1440	您好，我想咨询红墙国际小区	 好的	0
2555	……好的那明天看看能不能让我去看看	给您打电话没接	0
1082	这个是什么学区	大概总价想控制在多少，装修有没要求。	0
5715	这个房子是什么情况！	可以自己隔起来。花园是私人的。	0
4801	什么时候能够看房呢？	带您vr看看？	1
980	哦，可以看吗	可以的，您什么时候要看	1
3013	你好贵姓？明天方便看房吗	你好，免贵姓朱。你称呼为小朱就行。	0
3166	可以贷款吗	原值125万	0
858	底价多少？	看房的话是方便的	0
3628	您好，我想咨询四季晶园小区	你留个电话给我，我加你微信发给你看。	0
3883	在凌宾路的口么	是的	1
2479	现在有证没？	顶层复式 总高18层	0
1939	主要看房子	明天您可以实地看一下	0
1498	之前问一直不说啥时候满?	这个房子是我维护。对这个房子的情况也比较了解！?	0
4393	不是三牌楼小学和50中吗	是的	1
2553	什么时候能够看房呢？	您想什么时候看	1
883	税费高吗	。面积大的房子税费相对高些	1
3713	您好，请问这个户型有啥优缺点	没有什么缺点	1
4403	您好，请问这个房子周边有哪些学校？	我觉得应该没问题	0
926	你这边带我看一下	您好	0
5342	临路吗	不临路	1
2665	能对口崇仁路小学吗？	是这样的	0
3851	最近有什么好房可以看吗	有啊	0
1368	我想看看	什么时候有时间	1
1450	这套房源价格还有优惠空间么？	您是考虑这个小区房子嘛？	0
5108	进才初中除了进才小学，还对口其他小学吗？	整个片区对口的都是进才小学和中学	1
1309	有税吗	有呢	1
602	这个是几号院的	您有时间的时候可以带您先看房，看房很方便，您对房子满意的话可以坐下来跟业主谈的	0
5162	这套房子业主卖的原因了解吗	没有相中？	0
783	最低多少？	这个户型比1550这个好	0
1985	这套房源价格还有优惠空间么？	石泉路71号高级店经理车秀丽很高兴为您服务	0
5369	二楼的，采光怎么样	445万出头一点	0
1595	这个是几期	没下来呢	0
646	农业银行怎么样？	邮储银行	0
39	您好，请问这个户型有啥优缺点	小区是老小区，楼梯房	1
5636	都挨着路	要不就是最后面一排352号楼的	0
3892	您好，请问这个房子周边有哪些学校？	您是考虑学区房么	0
1339	有可能低于2000吗？	按472万网签，无个税、无增值税；只有契税首套7.08万，二套14.16万	0
4522	您好，请问这个户型有啥优缺点	你这边房子来看过吗	0
5169	什么时候能够看房呢？	我对这边的所有户型都特别熟悉 希望能尽快帮您找到适合您的房子	0
5839	四川交响乐团小学新开的吗	改了的名字	0
2433	家具家电一起卖吗？	您什么时候方便，带您实地去看下？	0
1674	契税多少	看面积，90平米以下首套1个点	1
4658	帮我介绍下观湖苑的房子	好的收到	0
4126	您好，请问这个房子周边有哪些学校	嗯嗯，小区双面的比较少的。	0
626	那什么户型最贵呢？	90万估计悬?不过您可以先看房，看的合适的话跟业主见面聊。	0
5825	公积金和商贷都是三成？	黑龙江那边不太清楚了	0
1682	5楼可以，能分期吗	能分期呀	1
3387	房子最低多少钱	好的	0
3659	您好，我正在看衡山路的房子	商住，没有70年的吧，没见过	0
4927	挡光吗	在	0
7	有房子可以带我看看吗？	可以带您看一下	1
5673	什么时候可以看房	您电话多少	0
1014	可以看房吗？	你什么时候有时间	1
3751	这位置在哪啊	都在通安小区附近	0
1943	什么时候能够看房呢？	我可以通过线上先给您介绍一下	0
1758	价钱能谈到300万吗，一次性付款	315万底价	0
5852	现在能那个看吗	能	1
5988	可以看房吗	好	0
4663	看不？	今天要了解一下吗	0
5569	税费多少	9个点	1
4346	这套房源价格还有优惠空间吗？	这套房子在4层的	0
3875	这个最低多少	您好	0
5689	就想看看这个	您好	0
5812	周边有什么	旁边有双流步行街，离东升地铁站300米	1
4835	这边教育，交通，公园配套完善不	楼盘两百米就有轻轨站	1
2530	这个小区，南区北区的学校都一样？	不然价格这么便宜	0
3618	这里出租情况如何	看房子装修??	0
2072	该房楼层?谢谢。采光如何	现在就下来了	0
4027	但是总价超过预算了，就问下有没有议价空间	嗯，是的	0
3318	是学期房吗？	2楼	0
2086	您好，请问这个房子周边有哪些学校？	漓江路小学和青山路小学	1
1003	您好，我想咨询云熙雅苑小区	那很近，我也是在春庭花园楼下的	0
3445	可以贷款吗、	不能	1
449	你就告诉我可以谈的空间吧在5-10万，还是10-20万	不好意思，没有那么大空间	1
2679	您好，我想咨询西凌新邨小区	5万多单价	0
2262	现在怎么可能降这么多	二手房主要是是税费太多了	0
1406	带家具吗	中骏露台都是独家使用的，3楼	0
5929	户型是？	我留您个电话吧	0
1102	毛坯呢	有的	0
2511	配合贷款吗	配合	0
2046	介绍一下这个房子	我是贝壳房快递房产租售经纪人NAMEPHONE，微信同步，我朋友圈有很多优质房源	0
3004	这套房源价格还有优惠空间吗？	具体看上在谈	1
4603	现在能看吗？	我刚才联系了业主，已经有客户定了	0
1338	您好，请问这个房子周边有哪些学校？	嗯，您在微信看也可以	0
3658	什么装修	没有装修	1
442	保利的今晚可以看吗	几点钟？	0
507	这套采光如何	您这边是首套还是二套呀	0
3524	那8楼能谈到280万左右吗？	是的	0
4911	那这种情况能买吗	就可以买	0
5182	帮我看看6号楼101是什么户型呗	这样吧，你微信多少，我加你，下午给你拍个视频。	0
2222	您好，我想了解风临四季即将上架的4室房源报价。	三房的315万	0
4475	这个房子未满两年是吗，所以税很高	对的.不满两年的经济适用房总计总计网签价10.6%的税费	1
5840	采光么	保利首开熙悦春天于2016年6月30日交房入住，小区总共8栋住宅板楼，1568户，保利物业，物业费3.04元，市政集中供暖30元每平米，人车分流，容积率2.38，绿化率30%，封闭式管理，安全系数高。小区配有公立幼儿园，周边凯德Mall大型购物商场，出小区150米就是地铁4号线天宫院首站C口，出行便捷。	0
384	好谈是能谈多少点？	这个看房子实际情况，如果他挂牌已经很低了，那就有点难	1
970	您好，请问这个房子周边有哪些学校	有一个性价比高的	0
2009	带我看下吧	您现在在济南吗	0
2247	周围都有什么设施	120专线到地铁站。快速公交3	1
5038	价格还有谈吗	然后我们再去和房东谈价	0
3745	看房方便吗	看房方便	1
4149	今天能看吗	能看	1
1751	能谈多少	前两天定的	0
5040	您好，请问这个户型有啥优缺点	高层112平，最近成交两套	0
1777	中间位置吗	都是中间位置和660的栋楼	0
3554	这个是02户型还是03的户型	您之前看过这个小区的房子吗	0
4866	我想要看一下这个房子	您好	0
1050	家电一起的吗？	对，一起卖的	1
1248	加完实际要是买这套房的话要多少钱，家具家电送不送？	以现在这个价格，加上所有费用大概在85万左右	0
1981	增值税多少	电梯的可以考虑富丽城的	0
3409	您好，我想咨询万科翡翠臻园小区	单价15000多	0
2721	有房产证吗	朝南	0
3634	周边设施怎么样	门口就是幼儿园，小学是春阳实验小学	1
3635	可以贷款是吧	大概需求可以和我说一下	0
4214	对付款方式有什么要求	?对比确实二楼要好！	0
4445	这房子价格还能谈多少？	您是首套二套？我给您算一下贷款	0
5685	随时能看？	小区提前报备一天可以看一次	0
2513	是不是就要交增值税？	有增值税、您现在方便吗？给您具体介绍这边房子情况	1
3735	有没有房本？	现在还没有房本	1
1783	请问首付和贷款是多少？	房子在的	0
1241	不过我还是有时间看看	那您就尽快	0
2329	您好，我正在看拓基城市广场的房子	稍等	0
1607	全明吗？	对	1
4029	有证吗	我加了你微信，同意一下！	0
1960	可以看房吗	您好，您之前咨询的房源户型很优质，您有时间去看看吗？	0
3540	配套	房价控制在什么范围之内呢？	0
2188	今天什么时候可以看？	您什么时候看，帮您约下	0
1630	价格有多少浮动	目前是空着的了	0
